Name                                                          Type               Forward_MACs    FPercent    Memory      MPercent    Params    PPercent    InShape      OutShape
/features/features.9/conv/conv.5/Mul_1                        Mul                8,704           0.09%       34,816      0.34%       0         0.00%       1x136x8x8    1x136x8x8
/features/features.9/conv/conv.6/avg_pool/GlobalAveragePool   GlobalAveragePool  9,248           0.10%       544         0.01%       0         0.00%       1x136x8x8    1x136x1x1
/features/features.9/conv/conv.6/Transpose                    Transpose          0               0.00%       544         0.01%       0         0.00%       1x136x1      1x1x136
/features/features.9/conv/conv.6/conv/Conv                    Conv               952             0.01%       572         0.01%       7         0.01%       1x1x136      1x1x136
/features/features.9/conv/conv.6/sigmoid/Sigmoid              Sigmoid            4,352           0.05%       544         0.01%       0         0.00%       1x1x136      1x1x136
/features/features.9/conv/conv.6/Transpose_1                  Transpose          0               0.00%       544         0.01%       0         0.00%       1x1x136      1x136x1
/features/features.9/conv/conv.6/Mul                          Mul                136             0.00%       544         0.01%       0         0.00%       1x136x1x1    1x136x1x1
/features/features.9/conv/conv.6/Mul_1                        Mul                136             0.00%       544         0.01%       0         0.00%       1x136x1x1    1x136x1x1
/features/features.9/conv/conv.6/Add                          Add                136             0.00%       544         0.01%       0         0.00%       1x136x1x1    1x136x1x1
/features/features.9/conv/conv.6/Expand                       Expand             0               0.00%       34,816      0.34%       0         0.00%       1x136x1x1    1x136x8x8
/features/features.9/conv/conv.6/Mul_2                        Mul                8,704           0.09%       34,816      0.34%       0         0.00%       1x136x8x8    1x136x8x8
/features/features.9/conv/conv.7/Conv                         Conv               149,056         1.58%       13,600      0.13%       2,312     4.67%       1x136x8x8    1x17x8x8
/features/features.9/Mul                                      Mul                1,088           0.01%       4,352       0.04%       0         0.00%       1x17x8x8     1x17x8x8
/features/features.9/Mul_1                                    Mul                1,088           0.01%       4,352       0.04%       0         0.00%       1x17x8x8     1x17x8x8
/features/features.9/Add                                      Add                1,088           0.01%       4,352       0.04%       0         0.00%       1x17x8x8     1x17x8x8
/features/features.9/Add_1                                    Add                1,088           0.01%       4,352       0.04%       0         0.00%       1x17x8x8     1x17x8x8
/features/features.10/conv/conv.0/Conv                        Conv               156,672         1.66%       44,064      0.43%       2,312     4.67%       1x17x8x8     1x136x8x8
/features/features.10/conv/conv.2/Div                         Div                34,816          0.37%       34,816      0.34%       0         0.00%       1x136x8x8    1x136x8x8
/features/features.10/conv/conv.2/Erf                         Erf                0               0.00%       34,816      0.34%       0         0.00%       1x136x8x8    1x136x8x8
/features/features.10/conv/conv.2/Add                         Add                8,704           0.09%       34,816      0.34%       0         0.00%       1x136x8x8    1x136x8x8
/features/features.10/conv/conv.2/Mul                         Mul                8,704           0.09%       34,816      0.34%       0         0.00%       1x136x8x8    1x136x8x8
/features/features.10/conv/conv.2/Mul_1                       Mul                8,704           0.09%       34,816      0.34%       0         0.00%       1x136x8x8    1x136x8x8
/features/features.10/conv/conv.3/Conv                        Conv               87,040          0.92%       39,712      0.38%       1,224     2.47%       1x136x8x8    1x136x8x8
/features/features.10/conv/conv.5/Div                         Div                34,816          0.37%       34,816      0.34%       0         0.00%       1x136x8x8    1x136x8x8
/features/features.10/conv/conv.5/Erf                         Erf                0               0.00%       34,816      0.34%       0         0.00%       1x136x8x8    1x136x8x8
/features/features.10/conv/conv.5/Add                         Add                8,704           0.09%       34,816      0.34%       0         0.00%       1x136x8x8    1x136x8x8
/features/features.10/conv/conv.5/Mul                         Mul                8,704           0.09%       34,816      0.34%       0         0.00%       1x136x8x8    1x136x8x8
/features/features.10/conv/conv.5/Mul_1                       Mul                8,704           0.09%       34,816      0.34%       0         0.00%       1x136x8x8    1x136x8x8
/features/features.10/conv/conv.6/avg_pool/GlobalAveragePool  GlobalAveragePool  9,248           0.10%       544         0.01%       0         0.00%       1x136x8x8    1x136x1x1
/features/features.10/conv/conv.6/Transpose                   Transpose          0               0.00%       544         0.01%       0         0.00%       1x136x1      1x1x136
/features/features.10/conv/conv.6/conv/Conv                   Conv               952             0.01%       572         0.01%       7         0.01%       1x1x136      1x1x136
/features/features.10/conv/conv.6/sigmoid/Sigmoid             Sigmoid            4,352           0.05%       544         0.01%       0         0.00%       1x1x136      1x1x136
/features/features.10/conv/conv.6/Transpose_1                 Transpose          0               0.00%       544         0.01%       0         0.00%       1x1x136      1x136x1
/features/features.10/conv/conv.6/Mul                         Mul                136             0.00%       544         0.01%       0         0.00%       1x136x1x1    1x136x1x1
/features/features.10/conv/conv.6/Mul_1                       Mul                136             0.00%       544         0.01%       0         0.00%       1x136x1x1    1x136x1x1
/features/features.10/conv/conv.6/Add                         Add                136             0.00%       544         0.01%       0         0.00%       1x136x1x1    1x136x1x1
/features/features.10/conv/conv.6/Expand                      Expand             0               0.00%       34,816      0.34%       0         0.00%       1x136x1x1    1x136x8x8
/features/features.10/conv/conv.6/Mul_2                       Mul                8,704           0.09%       34,816      0.34%       0         0.00%       1x136x8x8    1x136x8x8
/features/features.10/conv/conv.7/Conv                        Conv               149,056         1.58%       13,600      0.13%       2,312     4.67%       1x136x8x8    1x17x8x8
/features/features.10/Mul                                     Mul                1,088           0.01%       4,352       0.04%       0         0.00%       1x17x8x8     1x17x8x8
/features/features.10/Mul_1                                   Mul                1,088           0.01%       4,352       0.04%       0         0.00%       1x17x8x8     1x17x8x8
/features/features.10/Add                                     Add                1,088           0.01%       4,352       0.04%       0         0.00%       1x17x8x8     1x17x8x8
/features/features.10/Add_1                                   Add                1,088           0.01%       4,352       0.04%       0         0.00%       1x17x8x8     1x17x8x8
/features/features.11/conv/conv.0/Conv                        Conv               156,672         1.66%       44,064      0.43%       2,312     4.67%       1x17x8x8     1x136x8x8
/features/features.11/conv/conv.2/Div                         Div                34,816          0.37%       34,816      0.34%       0         0.00%       1x136x8x8    1x136x8x8
/features/features.11/conv/conv.2/Erf                         Erf                0               0.00%       34,816      0.34%       0         0.00%       1x136x8x8    1x136x8x8
/features/features.11/conv/conv.2/Add                         Add                8,704           0.09%       34,816      0.34%       0         0.00%       1x136x8x8    1x136x8x8
/features/features.11/conv/conv.2/Mul                         Mul                8,704           0.09%       34,816      0.34%       0         0.00%       1x136x8x8    1x136x8x8
/features/features.11/conv/conv.2/Mul_1                       Mul                8,704           0.09%       34,816      0.34%       0         0.00%       1x136x8x8    1x136x8x8
/features/features.11/conv/conv.3/Conv                        Conv               87,040          0.92%       39,712      0.38%       1,224     2.47%       1x136x8x8    1x136x8x8
/features/features.11/conv/conv.5/Div                         Div                34,816          0.37%       34,816      0.34%       0         0.00%       1x136x8x8    1x136x8x8
/features/features.11/conv/conv.5/Erf                         Erf                0               0.00%       34,816      0.34%       0         0.00%       1x136x8x8    1x136x8x8
/features/features.11/conv/conv.5/Add                         Add                8,704           0.09%       34,816      0.34%       0         0.00%       1x136x8x8    1x136x8x8
/features/features.11/conv/conv.5/Mul                         Mul                8,704           0.09%       34,816      0.34%       0         0.00%       1x136x8x8    1x136x8x8
/features/features.11/conv/conv.5/Mul_1                       Mul                8,704           0.09%       34,816      0.34%       0         0.00%       1x136x8x8    1x136x8x8
/features/features.11/conv/conv.6/avg_pool/GlobalAveragePool  GlobalAveragePool  9,248           0.10%       544         0.01%       0         0.00%       1x136x8x8    1x136x1x1
/features/features.11/conv/conv.6/Transpose                   Transpose          0               0.00%       544         0.01%       0         0.00%       1x136x1      1x1x136
/features/features.11/conv/conv.6/conv/Conv                   Conv               952             0.01%       572         0.01%       7         0.01%       1x1x136      1x1x136
/features/features.11/conv/conv.6/sigmoid/Sigmoid             Sigmoid            4,352           0.05%       544         0.01%       0         0.00%       1x1x136      1x1x136
/features/features.11/conv/conv.6/Transpose_1                 Transpose          0               0.00%       544         0.01%       0         0.00%       1x1x136      1x136x1
/features/features.11/conv/conv.6/Mul                         Mul                136             0.00%       544         0.01%       0         0.00%       1x136x1x1    1x136x1x1
/features/features.11/conv/conv.6/Mul_1                       Mul                136             0.00%       544         0.01%       0         0.00%       1x136x1x1    1x136x1x1
/features/features.11/conv/conv.6/Add                         Add                136             0.00%       544         0.01%       0         0.00%       1x136x1x1    1x136x1x1
/features/features.11/conv/conv.6/Expand                      Expand             0               0.00%       34,816      0.34%       0         0.00%       1x136x1x1    1x136x8x8
/features/features.11/conv/conv.6/Mul_2                       Mul                8,704           0.09%       34,816      0.34%       0         0.00%       1x136x8x8    1x136x8x8
/features/features.11/conv/conv.7/Conv                        Conv               184,128         1.95%       16,800      0.16%       2,856     5.77%       1x136x8x8    1x21x8x8
/features/features.11/Mul                                     Mul                1,344           0.01%       5,376       0.05%       0         0.00%       1x21x8x8     1x21x8x8
/features/features.11/Mul_1                                   Mul                1,344           0.01%       5,376       0.05%       0         0.00%       1x21x8x8     1x21x8x8
/features/features.11/Add                                     Add                1,344           0.01%       5,376       0.05%       0         0.00%       1x21x8x8     1x21x8x8
/features/features.12/conv/conv.0/Conv                        Conv               236,544         2.51%       57,120      0.55%       3,528     7.13%       1x21x8x8     1x168x8x8
/features/features.12/conv/conv.2/Div                         Div                43,008          0.46%       43,008      0.42%       0         0.00%       1x168x8x8    1x168x8x8
/features/features.12/conv/conv.2/Erf                         Erf                0               0.00%       43,008      0.42%       0         0.00%       1x168x8x8    1x168x8x8
/features/features.12/conv/conv.2/Add                         Add                10,752          0.11%       43,008      0.42%       0         0.00%       1x168x8x8    1x168x8x8
/features/features.12/conv/conv.2/Mul                         Mul                10,752          0.11%       43,008      0.42%       0         0.00%       1x168x8x8    1x168x8x8
/features/features.12/conv/conv.2/Mul_1                       Mul                10,752          0.11%       43,008      0.42%       0         0.00%       1x168x8x8    1x168x8x8
/features/features.12/conv/conv.3/Conv                        Conv               107,520         1.14%       49,056      0.47%       1,512     3.05%       1x168x8x8    1x168x8x8
/features/features.12/conv/conv.5/Div                         Div                43,008          0.46%       43,008      0.42%       0         0.00%       1x168x8x8    1x168x8x8
/features/features.12/conv/conv.5/Erf                         Erf                0               0.00%       43,008      0.42%       0         0.00%       1x168x8x8    1x168x8x8
/features/features.12/conv/conv.5/Add                         Add                10,752          0.11%       43,008      0.42%       0         0.00%       1x168x8x8    1x168x8x8
/features/features.12/conv/conv.5/Mul                         Mul                10,752          0.11%       43,008      0.42%       0         0.00%       1x168x8x8    1x168x8x8
/features/features.12/conv/conv.5/Mul_1                       Mul                10,752          0.11%       43,008      0.42%       0         0.00%       1x168x8x8    1x168x8x8
/features/features.12/conv/conv.6/avg_pool/GlobalAveragePool  GlobalAveragePool  11,424          0.12%       672         0.01%       0         0.00%       1x168x8x8    1x168x1x1
/features/features.12/conv/conv.6/Transpose                   Transpose          0               0.00%       672         0.01%       0         0.00%       1x168x1      1x1x168
/features/features.12/conv/conv.6/conv/Conv                   Conv               1,176           0.01%       700         0.01%       7         0.01%       1x1x168      1x1x168
/features/features.12/conv/conv.6/sigmoid/Sigmoid             Sigmoid            5,376           0.06%       672         0.01%       0         0.00%       1x1x168      1x1x168
/features/features.12/conv/conv.6/Transpose_1                 Transpose          0               0.00%       672         0.01%       0         0.00%       1x1x168      1x168x1
/features/features.12/conv/conv.6/Mul                         Mul                168             0.00%       672         0.01%       0         0.00%       1x168x1x1    1x168x1x1
/features/features.12/conv/conv.6/Mul_1                       Mul                168             0.00%       672         0.01%       0         0.00%       1x168x1x1    1x168x1x1
/features/features.12/conv/conv.6/Add                         Add                168             0.00%       672         0.01%       0         0.00%       1x168x1x1    1x168x1x1
/features/features.12/conv/conv.6/Expand                      Expand             0               0.00%       43,008      0.42%       0         0.00%       1x168x1x1    1x168x8x8
/features/features.12/conv/conv.6/Mul_2                       Mul                10,752          0.11%       43,008      0.42%       0         0.00%       1x168x8x8    1x168x8x8
/features/features.12/conv/conv.7/Conv                        Conv               227,136         2.41%       19,488      0.19%       3,528     7.13%       1x168x8x8    1x21x8x8
/features/features.12/Mul                                     Mul                1,344           0.01%       5,376       0.05%       0         0.00%       1x21x8x8     1x21x8x8
/features/features.12/Mul_1                                   Mul                1,344           0.01%       5,376       0.05%       0         0.00%       1x21x8x8     1x21x8x8
/features/features.12/Add                                     Add                1,344           0.01%       5,376       0.05%       0         0.00%       1x21x8x8     1x21x8x8
/features/features.12/Add_1                                   Add                1,344           0.01%       5,376       0.05%       0         0.00%       1x21x8x8     1x21x8x8
/features/features.13/features.13.0/Conv                      Conv               84,480          0.90%       20,640      0.20%       1,320     2.67%       1x21x8x8     1x60x8x8
/features/features.13/features.13.2/Div                       Div                15,360          0.16%       15,360      0.15%       0         0.00%       1x60x8x8     1x60x8x8
/features/features.13/features.13.2/Erf                       Erf                0               0.00%       15,360      0.15%       0         0.00%       1x60x8x8     1x60x8x8
/features/features.13/features.13.2/Add                       Add                3,840           0.04%       15,360      0.15%       0         0.00%       1x60x8x8     1x60x8x8
/features/features.13/features.13.2/Mul                       Mul                3,840           0.04%       15,360      0.15%       0         0.00%       1x60x8x8     1x60x8x8
/features/features.13/features.13.2/Mul_1                     Mul                3,840           0.04%       15,360      0.15%       0         0.00%       1x60x8x8     1x60x8x8
/features/features.13/features.13.3/GlobalAveragePool         GlobalAveragePool  4,080           0.04%       240         0.00%       0         0.00%       1x60x8x8     1x60x1x1
/pool/GlobalAveragePool                                       GlobalAveragePool  300             0.00%       240         0.00%       0         0.00%       1x60x1x1     1x60x1x1
/Flatten                                                      Flatten            0               0.00%       240         0.00%       0         0.00%       1x60x1x1     1x60
/classifier/Gemm                                              Gemm               610             0.01%       2,480       0.02%       610       1.23%       1x60         1x10
Total                                                         _                  9,437,702       100%        10,361,112  100%        49,499    100%        _            _
